amount,transaction_hour,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_night_transaction,amount_to_trust_ratio,amount_velocity_ratio,is_high_risk_location,location_anomaly_score,is_high_amount,is_low_trust,merchant_category_Clothing,merchant_category_Electronics,merchant_category_Food,merchant_category_Grocery,merchant_category_Travel,time_of_day_category_Afternoon,time_of_day_category_Evening,time_of_day_category_Morning,time_of_day_category_Night,is_fraud
368.2,12,0,0,74,2,35,0,4.975675608436816,122.73333333333333,0,0,0,0,1,0,0,0,0,1,0,0,0,0
375.65,19,1,0,86,3,28,0,4.368023205022986,93.9125,1,1,0,0,0,0,1,0,0,0,1,0,0,0
16.03,16,0,0,75,1,64,0,0.2137333304835556,8.015,0,0,0,0,1,0,0,0,0,1,0,0,0,0
155.25,14,0,0,77,3,59,0,2.0162337400489125,38.8125,0,0,0,0,1,0,0,0,0,1,0,0,0,0
12.42,9,0,0,68,1,64,0,0.18264705613754328,6.21,0,0,0,0,0,0,0,0,1,0,0,1,0,0
371.9,2,0,0,91,2,68,1,4.086813141903153,123.96666666666665,0,0,0,0,1,0,0,0,0,0,0,0,1,0
477.46,7,0,0,64,4,57,0,7.460312383432619,95.49199999999999,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35.51,21,0,1,35,1,20,0,1.0145713995836743,17.755,1,1,0,1,0,1,0,0,0,0,1,0,0,0
343.2,7,0,0,99,4,28,0,3.466666631649832,68.64,0,0,0,0,1,0,0,0,0,0,0,1,0,0
153.01,19,1,0,81,0,48,0,1.8890123223578725,153.01,1,1,0,0,0,0,1,0,0,0,1,0,0,0
193.21,19,0,0,63,2,69,0,3.06682534814563,64.40333333333334,0,0,0,0,0,0,0,1,0,0,1,0,0,0
84.2,8,0,0,85,1,19,0,0.9905882236401387,42.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20.2,3,0,0,75,1,56,1,0.2693333297422223,10.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
37.34,11,0,0,27,3,23,0,1.3829629117421145,9.335,0,0,0,1,0,0,0,1,0,0,0,1,0,0
165.23,21,0,0,33,1,38,0,5.006969545243347,82.615,0,0,0,1,1,0,0,0,0,0,1,0,0,0
301.65,1,0,0,67,1,29,1,4.502238738772556,150.825,0,0,0,0,1,0,0,0,0,0,0,0,1,0
144.01,15,1,0,48,0,27,0,3.000208270828994,144.01,1,1,0,0,0,1,0,0,0,1,0,0,0,0
518.97,6,1,0,89,3,56,0,5.8311235299873765,129.7425,1,1,1,0,0,0,1,0,0,0,0,1,0,0
66.75,13,1,0,40,3,57,0,1.668749958281251,16.6875,1,1,0,0,0,0,1,0,0,1,0,0,0,0
113.62,3,0,0,77,3,53,1,1.475584396420982,28.405,0,0,0,0,0,1,0,0,0,0,0,0,1,0
187.13,23,1,0,65,0,54,0,2.8789230326319535,187.13,1,1,0,0,0,1,0,0,0,0,1,0,0,0
828.22,8,0,0,49,1,53,0,16.902448634643907,414.11,0,0,1,0,0,0,0,0,1,0,0,1,0,0
6.12,3,0,0,98,1,63,1,0.06244897895460226,3.06,0,0,0,0,1,0,0,0,0,0,0,0,1,0
29.52,2,0,0,26,2,36,1,1.1353845717159778,9.84,0,0,0,1,0,0,0,1,0,0,0,0,1,0
243.1,18,0,0,31,0,43,0,7.841935230905315,243.1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
270.93,1,0,0,44,3,57,1,6.157499860056822,67.7325,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6.92,12,0,1,95,0,51,0,0.0728421044963989,6.92,1,1,0,0,0,1,0,0,0,1,0,0,0,0
145.66,6,0,0,29,1,26,0,5.022758447491087,72.83,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2.66,12,0,0,29,0,37,0,0.09172413476813329,2.66,0,0,0,1,1,0,0,0,0,1,0,0,0,0
229.11,15,0,0,76,1,44,0,3.014605223492037,114.555,0,0,0,0,0,0,0,0,1,1,0,0,0,0
78.22,12,0,0,36,1,46,0,2.172777717422841,39.11,0,0,0,1,1,0,0,0,0,1,0,0,0,0
78.94,22,0,0,53,0,34,0,1.4894339341616238,78.94,0,0,0,0,0,0,0,1,0,0,1,0,0,0
114.52,4,0,0,66,0,64,1,1.735151488861341,114.52,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.67,2,0,0,93,1,21,1,0.007204300997803215,0.335,0,0,0,0,0,0,1,0,0,0,0,0,1,0
324.28,14,0,0,69,1,37,0,4.699710076815796,162.14,0,0,0,0,1,0,0,0,0,1,0,0,0,0
168.53,6,0,0,33,1,50,0,5.1069695422130446,84.265,0,0,0,1,1,0,0,0,0,0,0,1,0,0
57.51,17,0,1,54,0,45,0,1.064999980277778,57.51,1,1,0,0,1,0,0,0,0,1,0,0,0,0
62.99,23,0,0,86,0,47,0,0.7324418519483507,62.99,0,0,0,0,1,0,0,0,0,0,1,0,0,0
337.39,3,0,0,53,1,42,1,6.365848936493417,168.695,0,0,0,0,0,0,1,0,0,0,0,0,1,0
136.51,4,0,0,53,1,54,1,2.575660328761126,68.255,0,0,0,0,1,0,0,0,0,0,0,0,1,0
58.4,5,0,0,50,2,36,1,1.1679999766400004,19.466666666666665,0,0,0,0,1,0,0,0,0,0,0,0,1,0
57.13,8,0,0,81,3,40,0,0.7053086332677947,14.2825,0,0,0,0,0,0,1,0,0,0,0,1,0,0
100.77,12,0,0,90,5,39,0,1.1196666542259262,16.794999999999998,0,0,0,0,0,0,0,1,0,1,0,0,0,0
27.25,18,0,0,56,4,53,0,0.48660713416772977,5.45,0,0,0,0,0,0,1,0,0,0,1,0,0,0
138.08,15,0,0,99,3,51,0,1.3947474606591168,34.52,0,0,0,0,0,0,0,0,1,1,0,0,0,0
97.51,20,0,0,95,1,18,0,1.026421041827147,48.755,0,0,0,0,0,0,0,1,0,0,1,0,0,0
45.71,23,0,0,27,1,31,0,1.6929629002606332,22.855,0,0,0,1,0,1,0,0,0,0,1,0,0,0
198.25,22,0,0,36,1,50,0,5.50694429147377,99.125,0,0,0,1,0,0,0,0,1,0,1,0,0,0
448.22,2,0,0,27,2,33,1,16.600740125898515,149.40666666666667,0,0,0,1,0,0,0,1,0,0,0,0,1,0
63.19,11,0,0,72,3,28,0,0.8776388766994601,15.7975,0,0,0,0,0,0,1,0,0,0,0,1,0,0
54.26,1,0,0,60,2,69,1,0.9043333182611114,18.086666666666666,0,0,0,0,0,0,1,0,0,0,0,0,1,0
52.78,11,1,0,63,2,55,0,0.8377777644797181,17.593333333333334,1,1,0,0,0,1,0,0,0,0,0,1,0,0
604.04,19,0,0,94,5,54,0,6.4259573784472614,100.67333333333333,0,0,1,0,0,0,0,1,0,0,1,0,0,0
476.17,1,0,0,39,1,41,1,12.209486866423415,238.085,0,0,0,1,0,0,1,0,0,0,0,0,1,0
227.25,4,0,0,65,2,24,1,3.496153792366865,75.75,0,0,0,0,0,0,0,1,0,0,0,0,1,0
517.44,22,0,0,92,0,63,0,5.624347764952742,517.44,0,0,1,0,0,0,1,0,0,0,1,0,0,0
38.32,2,0,0,95,1,49,1,0.40336841680664826,19.16,0,0,0,0,0,0,1,0,0,0,0,0,1,0
78.86,15,0,0,69,2,34,0,1.1428985341608908,26.286666666666665,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7.63,10,0,0,99,3,21,0,0.07707070629221509,1.9075,0,0,0,0,0,0,0,1,0,0,0,1,0,0
265.54,19,0,0,72,0,68,0,3.6880555043325627,265.54,0,0,0,0,0,0,0,0,1,0,1,0,0,0
235.42,4,0,0,33,0,54,1,7.133939177759419,235.42,0,0,0,1,0,1,0,0,0,0,0,0,1,0
274.21,18,1,0,49,6,43,0,5.596122334773013,39.17285714285714,1,1,0,0,0,0,0,0,1,0,1,0,0,0
56.29,0,0,0,57,0,39,1,0.9875438423237922,56.29,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16.54,7,0,0,67,1,47,0,0.24686566795722883,8.27,0,0,0,0,1,0,0,0,0,0,0,1,0,0
111.02,5,0,0,43,6,57,1,2.581860405073014,15.86,0,0,0,0,1,0,0,0,0,0,0,0,1,0
163.35,2,0,0,96,4,50,1,1.7015624822753908,32.67,0,0,0,0,1,0,0,0,0,0,0,0,1,0
44.51,7,0,0,25,1,24,0,1.7803999287840027,22.255,0,0,0,1,1,0,0,0,0,0,0,1,0,0
107.06,2,0,0,27,2,65,1,3.96518503832648,35.68666666666667,0,0,0,1,0,0,0,0,1,0,0,0,1,0
14.24,18,0,0,56,4,65,0,0.25428570974489806,2.848,0,0,0,0,0,0,0,0,1,0,1,0,0,0
26.5,2,0,0,42,1,38,1,0.6309523659297056,13.25,0,0,0,0,0,0,1,0,0,0,0,0,1,0
56.87,18,0,0,68,1,43,0,0.8363235171128894,28.435,0,0,0,0,0,0,1,0,0,0,1,0,0,0
24.32,15,0,0,26,1,64,0,0.9353845794082853,12.16,0,0,0,1,0,0,0,0,1,1,0,0,0,0
177.43,18,0,0,65,3,49,0,2.729692265697042,44.3575,0,0,0,0,0,0,0,1,0,0,1,0,0,0
275.67,23,0,0,52,4,51,0,5.301346051897192,55.134,0,0,0,0,1,0,0,0,0,0,1,0,0,0
29.29,10,0,0,81,2,35,0,0.3616049338073465,9.763333333333334,0,0,0,0,1,0,0,0,0,0,0,1,0,0
207.04,16,0,0,70,2,24,0,2.957714243461225,69.01333333333334,0,0,0,0,0,0,0,1,0,1,0,0,0,0
47.92,4,0,1,66,0,42,1,0.726060595059688,47.92,1,1,0,0,0,0,0,1,0,0,0,0,1,0
474.39,2,0,0,27,3,30,1,17.569999349259284,118.5975,0,0,0,1,0,0,1,0,0,0,0,0,1,0
532.36,9,0,0,50,2,55,0,10.647199787056005,177.45333333333335,0,0,1,0,1,0,0,0,0,0,0,1,0,0
524.55,19,0,0,79,1,56,0,6.639873333672489,262.275,0,0,1,0,0,0,0,0,1,0,1,0,0,0
417.67,23,0,0,41,2,66,0,10.187072922266514,139.22333333333333,0,0,0,0,0,0,1,0,0,0,1,0,0,0
103.28,6,0,0,69,4,66,0,1.4968115725099773,20.656,0,0,0,0,1,0,0,0,0,0,0,1,0,0
165.29,19,0,0,37,2,37,0,4.467297176559536,55.096666666666664,0,0,0,1,0,0,1,0,0,0,1,0,0,0
398.68,12,0,0,35,1,57,0,11.390856817404092,199.34,0,0,0,1,1,0,0,0,0,1,0,0,0,0
60.95,19,0,1,64,2,46,0,0.9523437351196292,20.316666666666666,1,1,0,0,1,0,0,0,0,0,1,0,0,0
72.68,3,0,0,37,0,67,1,1.9643242712344795,72.68,0,0,0,1,0,1,0,0,0,0,0,0,1,0
102.89,2,0,0,78,3,38,1,1.319102547190993,25.7225,0,0,0,0,0,0,0,0,1,0,0,0,1,0
108.56,23,0,0,91,4,53,0,1.1929670198575053,21.712,0,0,0,0,0,0,0,0,1,0,1,0,0,0
237.49,19,0,0,61,2,39,0,3.8932786247003506,79.16333333333334,0,0,0,0,0,0,0,0,1,0,1,0,0,0
28.63,2,0,0,84,4,33,1,0.3408333292757937,5.726,0,0,0,0,0,0,0,0,1,0,0,0,1,0
217.98,18,0,0,28,2,54,0,7.784999721964295,72.66,0,0,0,1,0,1,0,0,0,0,1,0,0,0
36.11,16,0,0,40,4,28,0,0.9027499774312506,7.2219999999999995,0,0,0,0,0,0,0,0,1,1,0,0,0,0
268.08,3,0,0,40,2,34,1,6.701999832450004,89.36,0,0,0,0,0,0,0,0,1,0,0,0,1,0
52.99,12,0,0,66,2,31,0,0.802878775713958,17.663333333333334,0,0,0,0,0,0,1,0,0,1,0,0,0,0
17.86,10,0,0,49,0,40,0,0.36448978847980024,17.86,0,0,0,0,1,0,0,0,0,0,0,1,0,0
104.75,3,0,0,71,2,59,1,1.4753520918964496,34.916666666666664,0,0,0,0,1,0,0,0,0,0,0,0,1,0
201.56,20,0,0,30,0,26,0,6.718666442711118,201.56,0,0,0,1,1,0,0,0,0,0,1,0,0,0
79.93,20,0,0,83,2,34,0,0.9630120365902165,26.643333333333334,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5.33,3,0,0,89,4,41,1,0.05988763977654338,1.066,0,0,0,0,0,0,0,1,0,0,0,0,1,0
61.72,23,0,0,79,2,66,0,0.7812658128953694,20.573333333333334,0,0,0,0,1,0,0,0,0,0,1,0,0,0
119.03,2,0,0,28,5,18,1,4.251071276747454,19.838333333333335,0,0,0,1,0,0,0,1,0,0,0,0,1,1
73.6,22,0,0,78,0,31,0,0.9435897314924393,73.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0
41.17,4,0,0,65,0,27,1,0.6333846056402369,41.17,0,0,0,0,0,0,0,1,0,0,0,0,1,0
228.51,6,0,0,36,1,53,0,6.34749982368056,114.255,0,0,0,1,0,0,1,0,0,0,0,1,0,0
174.2,18,1,0,43,0,24,0,4.051162696484589,174.2,1,1,0,0,0,0,1,0,0,0,1,0,0,0
258.3,17,0,0,41,2,20,0,6.299999846341468,86.10000000000001,0,0,0,0,1,0,0,0,0,1,0,0,0,0
569.62,10,0,0,63,2,67,0,9.041587158070046,189.87333333333333,0,0,1,0,0,1,0,0,0,0,0,1,0,0
627.85,16,0,0,93,1,68,0,6.751075196224998,313.925,0,0,1,0,0,0,1,0,0,1,0,0,0,0
72.14,15,0,0,47,3,20,0,1.5348935843639664,18.035,0,0,0,0,0,0,0,1,0,1,0,0,0,0
263.93,5,0,0,57,3,35,1,4.630350795958758,65.9825,0,0,0,0,0,0,0,0,1,0,0,0,1,0
254.17,6,1,0,74,4,51,0,3.4347296833144636,50.833999999999996,1,1,0,0,1,0,0,0,0,0,0,1,0,0
28.97,22,0,0,73,4,51,0,0.3968493096322012,5.794,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3.43,21,0,0,56,1,58,0,0.061249998906250026,1.715,0,0,0,0,0,0,0,1,0,0,1,0,0,0
695.22,10,0,0,92,3,55,0,7.556739048296315,173.805,0,0,1,0,1,0,0,0,0,0,0,1,0,0
224.82,7,1,0,85,4,25,0,2.644941145353634,44.964,1,1,0,0,0,0,0,0,1,0,0,1,0,0
305.57,9,0,0,72,2,25,0,4.244027718832949,101.85666666666667,0,0,0,0,0,1,0,0,0,0,0,1,0,0
108.93,19,0,0,74,0,63,0,1.4720270071347703,108.93,0,0,0,0,0,0,0,1,0,0,1,0,0,0
226.62,8,0,0,64,1,65,0,3.5409374446728528,113.31,0,0,0,0,1,0,0,0,0,0,0,1,0,0
16.5,12,1,0,93,2,35,0,0.17741935293097472,5.5,1,1,0,0,0,0,1,0,0,1,0,0,0,0
110.26,16,0,0,46,2,19,0,2.396956469631381,36.75333333333334,0,0,0,0,0,0,0,1,0,1,0,0,0,0
14.05,7,0,0,44,2,32,0,0.31931817456095063,4.683333333333334,0,0,0,0,1,0,0,0,0,0,0,1,0,0
106.54,13,0,0,52,0,42,0,2.048846114445267,106.54,0,0,0,0,1,0,0,0,0,1,0,0,0,0
45.75,15,0,0,69,4,49,0,0.663043468651544,9.15,0,0,0,0,0,0,0,1,0,1,0,0,0,0
431.79,23,1,0,83,2,23,0,5.202289093948324,143.93,1,1,0,0,0,0,0,0,1,0,1,0,0,0
381.88,14,0,0,69,0,53,0,5.534492673413149,381.88,0,0,0,0,0,0,1,0,0,1,0,0,0,0
86.1,4,0,0,55,2,38,1,1.565454516991736,28.7,0,0,0,0,0,0,0,0,1,0,0,0,1,0
122.01,18,0,0,73,4,47,0,1.6713698401182215,24.402,0,0,0,0,0,0,0,1,0,0,1,0,0,0
232.63,17,0,0,29,1,40,0,8.021723861319867,116.315,0,0,0,1,0,0,0,0,1,1,0,0,0,0
18.3,3,0,0,75,2,61,1,0.24399999674666673,6.1000000000000005,0,0,0,0,0,1,0,0,0,0,0,0,1,0
43.62,17,1,1,49,0,43,0,0.8902040634652232,43.62,1,2,0,0,0,0,1,0,0,1,0,0,0,0
17.18,18,0,0,27,0,32,0,0.6362962727297676,17.18,0,0,0,1,0,0,0,0,1,0,1,0,0,0
776.78,19,1,0,76,2,51,0,10.22078933920014,258.9266666666667,1,1,1,0,0,1,0,0,0,0,1,0,0,0
81.06,6,0,0,74,6,36,0,1.09540539060263,11.58,0,0,0,0,0,1,0,0,0,0,0,1,0,0
35.16,7,0,0,92,2,69,0,0.382173908889414,11.719999999999999,0,0,0,0,0,0,1,0,0,0,0,1,0,0
18.51,20,0,0,70,3,61,0,0.2644285676510205,4.6275,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4.04,18,1,0,43,0,41,0,0.09395348618712823,4.04,1,1,0,0,1,0,0,0,0,0,1,0,0,0
130.05,3,0,0,91,2,27,1,1.4291208634162544,43.35,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3.66,9,0,0,98,1,19,0,0.037346938394419,1.83,0,0,0,0,0,0,0,1,0,0,0,1,0,0
71.9,4,0,0,64,3,60,1,1.1234374824462894,17.975,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36.96,3,0,0,87,0,29,1,0.4248275813238209,36.96,0,0,0,0,0,1,0,0,0,0,0,0,1,0
131.37,4,0,0,43,2,52,1,3.0551162080205536,43.79,0,0,0,0,0,0,1,0,0,0,0,0,1,0
410.79,6,0,0,26,1,28,0,15.799614776937894,205.395,0,0,0,1,0,0,1,0,0,0,0,1,0,0
159.0,11,0,0,89,2,56,0,1.7865168338593616,53.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
141.39,0,0,0,49,5,34,1,2.8855101451936704,23.564999999999998,0,0,0,0,0,0,1,0,0,0,0,0,1,0
278.28,16,0,0,70,3,45,0,3.9754285146367354,69.57,0,0,0,0,0,0,0,1,0,1,0,0,0,0
64.91,11,0,0,92,2,64,0,0.7055434705919188,21.636666666666667,0,0,0,0,0,1,0,0,0,0,0,1,0,0
292.46,20,0,0,84,2,28,0,3.481666625218254,97.48666666666666,0,0,0,0,0,1,0,0,0,0,1,0,0,0
99.61,9,1,0,81,2,32,0,1.2297530712376163,33.20333333333333,1,1,0,0,0,0,1,0,0,0,0,1,0,0
186.83,13,0,0,73,1,42,0,2.559315033434041,93.415,0,0,0,0,1,0,0,0,0,1,0,0,0,0
19.86,3,0,0,93,2,61,1,0.213548384800555,6.62,0,0,0,0,0,0,0,0,1,0,0,0,1,0
129.74,4,0,0,75,4,33,1,1.7298666436017782,25.948,0,0,0,0,0,1,0,0,0,0,0,0,1,0
116.62,0,0,0,97,3,22,1,1.2022680288425978,29.155,0,0,0,0,0,0,1,0,0,0,0,0,1,0
27.4,9,0,0,67,5,28,0,0.4089552177767878,4.566666666666666,0,0,0,0,0,0,1,0,0,0,0,1,0,0
79.01,23,0,1,68,1,37,0,1.1619117476189451,39.505,1,1,0,0,1,0,0,0,0,0,1,0,0,0
25.25,22,0,0,25,3,50,0,1.0099999596000016,6.3125,0,0,0,1,1,0,0,0,0,0,1,0,0,0
393.77,8,0,0,32,3,64,0,12.305312115458996,98.4425,0,0,0,1,0,1,0,0,0,0,0,1,0,0
69.18,6,0,1,85,1,42,0,0.8138823433660902,34.59,1,1,0,0,1,0,0,0,0,0,0,1,0,0
73.41,12,0,1,38,2,34,0,1.931842054425209,24.47,1,1,0,1,0,0,0,0,1,1,0,0,0,0
800.09,14,0,0,71,3,27,0,11.268873080720098,200.0225,0,0,1,0,0,0,1,0,0,1,0,0,0,0
52.13,6,0,0,38,3,34,0,1.371842069162051,13.0325,0,0,0,1,0,1,0,0,0,0,0,1,0,0
9.04,10,0,0,81,0,56,0,0.1116049368937662,9.04,0,0,0,0,0,0,0,0,1,0,0,1,0,0
235.13,10,0,0,48,0,25,0,4.898541564613717,235.13,0,0,0,0,0,0,0,0,1,0,0,1,0,0
123.96,1,0,1,57,2,24,1,2.174736803951986,41.32,1,1,0,0,0,0,0,0,1,0,0,0,1,0
96.55,6,0,0,91,1,26,0,1.0609889993297912,48.275,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9.55,0,0,0,96,1,23,1,0.09947916563042537,4.775,0,0,0,0,0,1,0,0,0,0,0,0,1,0
198.57,1,0,0,59,2,42,1,3.3655931632950313,66.19,0,0,0,0,0,0,1,0,0,0,0,0,1,0
167.66,21,0,0,51,3,20,0,3.287450915932335,41.915,0,0,0,0,0,0,1,0,0,0,1,0,0,0
108.41,15,0,0,35,3,25,0,3.097428482930615,27.1025,0,0,0,1,0,1,0,0,0,1,0,0,0,0
17.72,10,0,0,70,1,61,0,0.25314285352653065,8.86,0,0,0,0,0,0,0,1,0,0,0,1,0,0
35.52,8,1,0,59,1,22,0,0.6020338881011206,17.76,1,1,0,0,0,0,0,1,0,0,0,1,0,0
131.4,1,0,0,57,2,49,1,2.3052631174515246,43.800000000000004,0,0,0,0,0,0,0,0,1,0,0,0,1,0
162.16,14,0,0,97,1,42,0,1.6717525600850252,81.08,0,0,0,0,0,0,0,1,0,1,0,0,0,0
52.57,3,0,0,81,5,21,1,0.6490123376665143,8.761666666666667,0,0,0,0,0,0,0,0,1,0,0,0,1,0
41.34,8,0,0,90,1,56,0,0.45933332822962974,20.67,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6.59,21,0,0,58,2,51,0,0.11362068769619504,2.1966666666666668,0,0,0,0,1,0,0,0,0,0,1,0,0,0
83.66,21,0,0,39,1,54,0,2.1451281501249193,41.83,0,0,0,1,0,0,0,0,1,0,1,0,0,0
40.27,13,1,1,31,1,57,0,1.2990322161602512,20.135,1,2,0,1,0,0,1,0,0,1,0,0,0,1
158.2,18,0,1,62,0,31,0,2.55161286207076,158.2,1,1,0,0,0,1,0,0,0,0,1,0,0,0
151.21,23,0,0,40,2,63,0,3.780249905493753,50.403333333333336,0,0,0,0,1,0,0,0,0,0,1,0,0,0
230.82,21,0,0,75,1,29,0,3.077599958965334,115.41,0,0,0,0,1,0,0,0,0,0,1,0,0,0
171.43,4,0,0,76,5,46,1,2.2556578650571337,28.57166666666667,0,0,0,0,0,0,0,0,1,0,0,0,1,0
57.69,1,0,0,32,3,23,1,1.8028124436621111,14.4225,0,0,0,1,0,0,0,0,1,0,0,0,1,0
63.86,7,0,0,35,0,52,0,1.824571376440818,63.86,0,0,0,1,1,0,0,0,0,0,0,1,0,0
169.54,18,0,0,74,1,34,0,2.2910810501205265,84.77,0,0,0,0,1,0,0,0,0,0,1,0,0,0
208.24,23,0,0,77,2,53,0,2.7044155492933046,69.41333333333334,0,0,0,0,0,0,1,0,0,0,1,0,0,0
306.13,13,0,0,38,0,50,0,8.056052419577568,306.13,0,0,0,1,0,0,1,0,0,1,0,0,0,0
81.2,8,0,0,71,1,46,0,1.1436619557230712,40.6,0,0,0,0,0,0,1,0,0,0,0,1,0,0
137.08,19,1,0,39,3,40,0,3.51487170474688,34.27,1,1,0,1,1,0,0,0,0,0,1,0,0,0
114.08,18,0,1,27,2,20,0,4.225185028696851,38.026666666666664,1,1,0,1,0,1,0,0,0,0,1,0,0,0
219.19,6,0,0,49,2,26,0,4.473265214831322,73.06333333333333,0,0,0,0,0,0,0,0,1,0,0,1,0,0
40.29,2,0,0,25,4,67,1,1.6115999355360024,8.058,0,0,0,1,0,0,1,0,0,0,0,0,1,0
64.92,6,0,0,99,2,26,0,0.6557575691337619,21.64,0,0,0,0,0,0,0,1,0,0,0,1,0,0
180.99,22,0,0,93,1,40,0,1.9461290113319463,90.495,0,0,0,0,0,0,0,1,0,0,1,0,0,0
153.36,6,0,0,62,2,30,0,2.4735483472008335,51.120000000000005,0,0,0,0,0,1,0,0,0,0,0,1,0,0
364.86,18,0,0,67,2,52,0,5.445671560512365,121.62,0,0,0,0,0,0,0,0,1,0,1,0,0,0
320.57,14,1,0,68,1,29,0,4.714264636554932,160.285,1,1,0,0,1,0,0,0,0,1,0,0,0,0
148.3,12,0,0,29,1,50,0,5.113792927110589,74.15,0,0,0,1,1,0,0,0,0,1,0,0,0,0
154.66,4,0,1,62,2,30,1,2.4945160887981275,51.553333333333335,1,1,0,0,0,1,0,0,0,0,0,0,1,0
487.78,20,1,0,54,0,57,0,9.032962795685874,487.78,1,1,0,0,0,0,0,0,1,0,1,0,0,0
5.34,12,0,0,56,3,58,0,0.09535714115433677,1.335,0,0,0,0,1,0,0,0,0,1,0,0,0,0
59.61,11,0,0,36,1,57,0,1.6558332873379644,29.805,0,0,0,1,0,0,1,0,0,0,0,1,0,0
227.93,18,0,0,60,0,18,0,3.7988332700194456,227.93,0,0,0,0,0,0,0,0,1,0,1,0,0,0
365.34,7,0,0,77,1,68,0,4.744675263056165,182.67,0,0,0,0,0,0,0,1,0,0,0,1,0,0
177.06,6,0,0,81,4,41,0,2.1859258989391863,35.412,0,0,0,0,1,0,0,0,0,0,0,1,0,0
169.66,12,0,0,32,2,59,0,5.301874834316412,56.553333333333335,0,0,0,1,0,0,0,1,0,1,0,0,0,0
102.71,18,0,0,29,1,63,0,3.54172401580262,51.355,0,0,0,1,0,0,0,1,0,0,1,0,0,0
77.52,11,0,0,92,2,39,0,0.8426086864933838,25.84,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3.83,10,0,0,92,2,29,0,0.04163043433010398,1.2766666666666666,0,0,0,0,0,0,0,1,0,0,0,1,0,0
715.17,4,0,0,38,3,32,1,18.820262662624668,178.7925,0,0,1,1,0,0,1,0,0,0,0,0,1,0
26.9,20,1,0,76,2,54,0,0.35394736376385044,8.966666666666667,1,1,0,0,1,0,0,0,0,0,1,0,0,0
25.42,18,0,0,68,2,41,0,0.37382352391435997,8.473333333333334,0,0,0,0,0,0,0,1,0,0,1,0,0,0
12.42,9,0,0,58,2,44,0,0.21413792734244955,4.14,0,0,0,0,0,0,0,0,1,0,0,1,0,0
376.86,7,0,0,81,2,44,0,4.652592535153179,125.62,0,0,0,0,0,1,0,0,0,0,0,1,0,0
418.86,11,0,0,94,1,18,0,4.455957399404709,209.43,0,0,0,0,0,0,0,0,1,0,0,1,0,0
11.6,7,1,0,49,2,46,0,0.23673468904623085,3.8666666666666667,1,1,0,0,0,0,1,0,0,0,0,1,0,0
314.99,0,0,0,69,0,56,1,4.565072397607647,314.99,0,0,0,0,0,0,0,0,1,0,0,0,1,0
282.28,19,0,0,64,1,30,0,4.410624931083985,141.14,0,0,0,0,0,0,0,1,0,0,1,0,0,0
67.52,19,1,0,34,2,26,0,1.9858822945328738,22.506666666666664,1,1,0,1,0,0,1,0,0,0,1,0,0,0
352.2,7,0,1,41,4,54,0,8.590243692920886,70.44,1,1,0,0,1,0,0,0,0,0,0,1,0,0
217.66,6,0,0,29,2,20,0,7.50551698256838,72.55333333333333,0,0,0,1,1,0,0,0,0,0,0,1,0,0
160.98,4,1,0,79,2,40,1,2.037721493193399,53.66,1,1,0,0,0,1,0,0,0,0,0,0,1,0
126.11,2,0,0,32,0,64,1,3.9409373768457074,126.11,0,0,0,1,0,1,0,0,0,0,0,0,1,0
89.59,7,0,0,55,3,45,0,1.6289090612925627,22.3975,0,0,0,0,0,0,0,0,1,0,0,1,0,0
228.3,1,0,0,72,0,52,1,3.1708332892939826,228.3,0,0,0,0,0,0,0,0,1,0,0,0,1,0
105.67,15,0,0,76,2,62,0,1.390394718547438,35.223333333333336,0,0,0,0,0,0,0,1,0,1,0,0,0,0
45.8,1,1,0,80,2,63,1,0.5724999928437501,15.266666666666666,1,1,0,0,0,1,0,0,0,0,0,0,1,0
258.73,21,0,0,78,0,43,0,3.3170512395249845,258.73,0,0,0,0,0,1,0,0,0,0,1,0,0,0
54.04,3,0,0,45,3,68,1,1.2008888622024698,13.51,0,0,0,0,1,0,0,0,0,0,0,0,1,0
17.77,16,0,0,74,1,24,0,0.2401351318900658,8.885,0,0,0,0,0,0,0,1,0,1,0,0,0,0
109.33,4,0,1,79,1,50,1,1.3839240331148857,54.665,1,1,0,0,0,0,0,0,1,0,0,0,1,0
